Date Label,Measure Names,Measure Values
2019-3 (Mar),IAP Bookings,441913.290000001
2019-4 (Apr),IAP Bookings,395194.290000001
2019-5 (May),IAP Bookings,334547.300000001
2019-6 (Jun),IAP Bookings,309217.400000001
2019-7 (Jul),IAP Bookings,308538.410000001
2019-8 (Aug),IAP Bookings,298562.350000001
2019-9 (Sep),IAP Bookings,274984.520000001
2019-10 (Oct),IAP Bookings,277369.110000001
2019-11 (Nov),IAP Bookings,253217.46
2019-12 (Dec),IAP Bookings,250687.5
2020-1 (Jan),IAP Bookings,248993.250000001
2020-2 (Feb),IAP Bookings,224875.76
2020-3 (Mar),IAP Bookings,234179.68
2020-4 (Apr),IAP Bookings,241310.95
2020-5 (May),IAP Bookings,264287.48
2020-6 (Jun),IAP Bookings,227656.82
2020-7 (Jul),IAP Bookings,222500.07
2020-8 (Aug),IAP Bookings,224951.05
2020-9 (Sep),IAP Bookings,207316.4
2020-10 (Oct),IAP Bookings,187814.63
2020-11 (Nov),IAP Bookings,171199.98
2020-12 (Dec),IAP Bookings,164560.31
2021-1 (Jan),IAP Bookings,174489.92
2021-2 (Feb),IAP Bookings,156678.05
2021-3 (Mar),IAP Bookings,175409.57
2021-4 (Apr),IAP Bookings,159696.25
2021-5 (May),IAP Bookings,161875.18
2021-6 (Jun),IAP Bookings,146485.29
2021-7 (Jul),IAP Bookings,141116.56
2021-8 (Aug),IAP Bookings,138493.38
2021-9 (Sep),IAP Bookings,123464
2021-10 (Oct),IAP Bookings,123451.52
2021-11 (Nov),IAP Bookings,15721.88
2015-2 (Feb),Installs,15816
2015-3 (Mar),Installs,36481
2015-4 (Apr),Installs,1383887
2015-5 (May),Installs,3085311
2015-6 (Jun),Installs,2262611
2015-7 (Jul),Installs,2163146
2015-8 (Aug),Installs,2320748
2015-9 (Sep),Installs,1573346
2015-10 (Oct),Installs,1991821
2015-11 (Nov),Installs,1853081
2015-12 (Dec),Installs,2036665
2016-1 (Jan),Installs,2024928
2016-2 (Feb),Installs,1631361
2016-3 (Mar),Installs,1965139
2016-4 (Apr),Installs,1748377
2016-5 (May),Installs,1644747
2016-6 (Jun),Installs,2862630
2016-7 (Jul),Installs,1656915
2016-8 (Aug),Installs,1510392
2016-9 (Sep),Installs,1116461
2016-10 (Oct),Installs,1053889
2016-11 (Nov),Installs,842821
2016-12 (Dec),Installs,755902
2017-1 (Jan),Installs,1297532
2017-2 (Feb),Installs,760150
2017-3 (Mar),Installs,957905
2017-4 (Apr),Installs,955155
2017-5 (May),Installs,769230
2017-6 (Jun),Installs,694058
2017-7 (Jul),Installs,725598
2017-8 (Aug),Installs,542127
2017-9 (Sep),Installs,451524
2017-10 (Oct),Installs,421362
2017-11 (Nov),Installs,570812
2017-12 (Dec),Installs,413345
2018-1 (Jan),Installs,358727
2018-2 (Feb),Installs,266229
2018-3 (Mar),Installs,281572
2018-4 (Apr),Installs,281114
2018-5 (May),Installs,170813
2018-6 (Jun),Installs,314613
2018-7 (Jul),Installs,154474
2018-8 (Aug),Installs,114909
2018-9 (Sep),Installs,97489
2018-10 (Oct),Installs,150148
2018-11 (Nov),Installs,92393
2018-12 (Dec),Installs,92131
2019-1 (Jan),Installs,93505
2019-2 (Feb),Installs,79670
2019-3 (Mar),Installs,102204
2019-4 (Apr),Installs,84478
2019-5 (May),Installs,80887
2019-6 (Jun),Installs,78626
2019-7 (Jul),Installs,76067
2019-8 (Aug),Installs,76383
2019-9 (Sep),Installs,64842
2019-10 (Oct),Installs,63486
2019-11 (Nov),Installs,58276
2019-12 (Dec),Installs,61614
2020-1 (Jan),Installs,65661
2020-2 (Feb),Installs,61939
2020-3 (Mar),Installs,65488
2020-4 (Apr),Installs,60436
2020-5 (May),Installs,58133
2020-6 (Jun),Installs,56190
2020-7 (Jul),Installs,60239
2020-8 (Aug),Installs,68910
2020-9 (Sep),Installs,55080
2020-10 (Oct),Installs,52708
2020-11 (Nov),Installs,50948
2020-12 (Dec),Installs,51138
2021-1 (Jan),Installs,56375
2021-2 (Feb),Installs,46129
2021-3 (Mar),Installs,51494
2021-4 (Apr),Installs,46014
2021-5 (May),Installs,47366
2021-6 (Jun),Installs,36056
2021-7 (Jul),Installs,38941
2021-8 (Aug),Installs,39290
2021-9 (Sep),Installs,34976
2021-10 (Oct),Installs,33812
2021-11 (Nov),Installs,4107
2015-2 (Feb),SMAU,75.346153846
2015-3 (Mar),SMAU,1252.870967742
2015-4 (Apr),SMAU,14049.966666667
2015-5 (May),SMAU,43263.451612903
2015-6 (Jun),SMAU,63274.833333333
2015-7 (Jul),SMAU,78444.548387097
2015-8 (Aug),SMAU,94020.903225806
2015-9 (Sep),SMAU,112825.733333333
2015-10 (Oct),SMAU,117866.548387097
2015-11 (Nov),SMAU,121824.333333333
2015-12 (Dec),SMAU,126864.064516129
2016-1 (Jan),SMAU,137996.612903226
2016-2 (Feb),SMAU,120565.034482759
2016-3 (Mar),SMAU,122403.580645161
2016-4 (Apr),SMAU,124575.6
2016-5 (May),SMAU,128047.548387097
2016-6 (Jun),SMAU,134046.066666667
2016-7 (Jul),SMAU,134373.677419355
2016-8 (Aug),SMAU,129331.193548387
2016-9 (Sep),SMAU,120898.733333333
2016-10 (Oct),SMAU,116055.387096774
2016-11 (Nov),SMAU,107489.3
2016-12 (Dec),SMAU,108024.935483871
2017-1 (Jan),SMAU,112526.806451613
2017-2 (Feb),SMAU,111700.642857143
2017-3 (Mar),SMAU,108256.322580645
2017-4 (Apr),SMAU,105673.433333333
2017-5 (May),SMAU,103442.709677419
2017-6 (Jun),SMAU,95883.2
2017-7 (Jul),SMAU,83577.096774194
2017-8 (Aug),SMAU,74822.483870968
2017-9 (Sep),SMAU,72078.833333333
2017-10 (Oct),SMAU,68289.677419355
2017-11 (Nov),SMAU,65295.366666667
2017-12 (Dec),SMAU,60796.612903226
2018-1 (Jan),SMAU,62813.129032258
2018-2 (Feb),SMAU,60407.428571429
2018-3 (Mar),SMAU,59119.032258065
2018-4 (Apr),SMAU,55305.4
2018-5 (May),SMAU,48603.548387097
2018-6 (Jun),SMAU,45494.1
2018-7 (Jul),SMAU,42075.096774194
2018-8 (Aug),SMAU,36269.129032258
2018-9 (Sep),SMAU,32445.4
2018-10 (Oct),SMAU,28936.612903226
2018-11 (Nov),SMAU,25846.666666667
2018-12 (Dec),SMAU,22432.354838710
2019-1 (Jan),SMAU,22008.580645161
2019-2 (Feb),SMAU,20297.75
2019-3 (Mar),SMAU,19091.774193548
2019-4 (Apr),SMAU,18395.5
2019-5 (May),SMAU,16642.064516129
2019-6 (Jun),SMAU,15525.933333333
2019-7 (Jul),SMAU,15232.032258065
2019-8 (Aug),SMAU,14713.032258065
2019-9 (Sep),SMAU,13731.766666667
2019-10 (Oct),SMAU,13083.580645161
2019-11 (Nov),SMAU,12514.733333333
2019-12 (Dec),SMAU,11979.516129032
2020-1 (Jan),SMAU,12397.548387097
2020-2 (Feb),SMAU,11823.275862069
2020-3 (Mar),SMAU,11243
2020-4 (Apr),SMAU,11220.933333333
2020-5 (May),SMAU,11530.741935484
2020-6 (Jun),SMAU,10997.333333333
2020-7 (Jul),SMAU,10467.387096774
2020-8 (Aug),SMAU,10126.741935484
2020-9 (Sep),SMAU,9979.8
2020-10 (Oct),SMAU,9398.548387097
2020-11 (Nov),SMAU,8748.933333333
2020-12 (Dec),SMAU,8112.064516129
2021-1 (Jan),SMAU,8343.096774194
2021-2 (Feb),SMAU,8084.428571429
2021-3 (Mar),SMAU,7710.774193548
2021-4 (Apr),SMAU,7632.7
2021-5 (May),SMAU,7236.419354839
2021-6 (Jun),SMAU,6980.133333333
2021-7 (Jul),SMAU,6481.419354839
2021-8 (Aug),SMAU,6348.774193548
2021-9 (Sep),SMAU,6174.766666667
2021-10 (Oct),SMAU,5874.290322581
2021-11 (Nov),SMAU,5925.25
2015-2 (Feb),PMAU,75.346153846
2015-3 (Mar),PMAU,1271.580645161
2015-4 (Apr),PMAU,14488.033333333
2015-5 (May),PMAU,47995.677419355
2015-6 (Jun),PMAU,81244.366666667
2015-7 (Jul),PMAU,111543.225806452
2015-8 (Aug),PMAU,141958.193548387
2015-9 (Sep),PMAU,175603
2015-10 (Oct),PMAU,198048.322580645
2015-11 (Nov),PMAU,215677.8
2015-12 (Dec),PMAU,231814.193548387
2016-1 (Jan),PMAU,250891.483870968
2016-2 (Feb),PMAU,253495.172413793
2016-3 (Mar),PMAU,258331.483870968
2016-4 (Apr),PMAU,263714.633333333
2016-5 (May),PMAU,270660.967741935
2016-6 (Jun),PMAU,283882.333333333
2016-7 (Jul),PMAU,296620.032258065
2016-8 (Aug),PMAU,295581.35483871
2016-9 (Sep),PMAU,290693.5
2016-10 (Oct),PMAU,284878.774193548
2016-11 (Nov),PMAU,275369.066666667
2016-12 (Dec),PMAU,269031.35483871
2017-1 (Jan),PMAU,268845.483870968
2017-2 (Feb),PMAU,268645.571428571
2017-3 (Mar),PMAU,264807.774193548
2017-4 (Apr),PMAU,261284.966666667
2017-5 (May),PMAU,257521.483870968
2017-6 (Jun),PMAU,249416.4
2017-7 (Jul),PMAU,240437.290322581
2017-8 (Aug),PMAU,229815.096774194
2017-9 (Sep),PMAU,218799.466666667
2017-10 (Oct),PMAU,208368.870967742
2017-11 (Nov),PMAU,199219.333333333
2017-12 (Dec),PMAU,189057.64516129
2018-1 (Jan),PMAU,185404.064516129
2018-2 (Feb),PMAU,177502.428571429
2018-3 (Mar),PMAU,168984.903225806
2018-4 (Apr),PMAU,161311.133333333
2018-5 (May),PMAU,151759.35483871
2018-6 (Jun),PMAU,145754.733333333
2018-7 (Jul),PMAU,137606.580645161
2018-8 (Aug),PMAU,125833.516129032
2018-9 (Sep),PMAU,117108.5
2018-10 (Oct),PMAU,109532.161290323
2018-11 (Nov),PMAU,103433.466666667
2018-12 (Dec),PMAU,95159.741935484
2019-1 (Jan),PMAU,91398.258064516
2019-2 (Feb),PMAU,87045.25
2019-3 (Mar),PMAU,82647.161290323
2019-4 (Apr),PMAU,78078.666666667
2019-5 (May),PMAU,74202.129032258
2019-6 (Jun),PMAU,70947.933333333
2019-7 (Jul),PMAU,70532.580645161
2019-8 (Aug),PMAU,67881.677419355
2019-9 (Sep),PMAU,62952.566666667
2019-10 (Oct),PMAU,60623.838709677
2019-11 (Nov),PMAU,59045.066666667
2019-12 (Dec),PMAU,57193
2020-1 (Jan),PMAU,56915.645161290
2020-2 (Feb),PMAU,55721.793103448
2020-3 (Mar),PMAU,51712.838709677
2020-4 (Apr),PMAU,50428.666666667
2020-5 (May),PMAU,51011.096774194
2020-6 (Jun),PMAU,48760.966666667
2020-7 (Jul),PMAU,45454.709677419
2020-8 (Aug),PMAU,43645.612903226
2020-9 (Sep),PMAU,41961.133333333
2020-10 (Oct),PMAU,40429.709677419
2020-11 (Nov),PMAU,39007.033333333
2020-12 (Dec),PMAU,37841.193548387
2021-1 (Jan),PMAU,37089.225806452
2021-2 (Feb),PMAU,35037.571428571
2021-3 (Mar),PMAU,33786.483870968
2021-4 (Apr),PMAU,33195.533333333
2021-5 (May),PMAU,31749.064516129
2021-6 (Jun),PMAU,31567.566666667
2021-7 (Jul),PMAU,30493.387096774
2021-8 (Aug),PMAU,29792.677419355
2021-9 (Sep),PMAU,29001.166666667
2021-10 (Oct),PMAU,28365
2021-11 (Nov),PMAU,28171.5
2015-2 (Feb),MAU,3671.5
2015-3 (Mar),MAU,36423.645161290
2015-4 (Apr),MAU,884406.966666667
2015-5 (May),MAU,3059412.67741935
2015-6 (Jun),MAU,3785200.5
2015-7 (Jul),MAU,4380892.77419355
2015-8 (Aug),MAU,4949984.12903226
2015-9 (Sep),MAU,5138233.26666667
2015-10 (Oct),MAU,5407474.22580645
2015-11 (Nov),MAU,5673193.86666667
2015-12 (Dec),MAU,5996953.58064516
2016-1 (Jan),MAU,6241551.32258064
2016-2 (Feb),MAU,6157593.72413793
2016-3 (Mar),MAU,6178874.35483871
2016-4 (Apr),MAU,6508137.7
2016-5 (May),MAU,6169763.22580645
2016-6 (Jun),MAU,7298675.5
2016-7 (Jul),MAU,7352434.12903226
2016-8 (Aug),MAU,6702537.06451613
2016-9 (Sep),MAU,6316360.93333333
2016-10 (Oct),MAU,5808930.5483871
2016-11 (Nov),MAU,5420332.63333333
2016-12 (Dec),MAU,5055930.32258064
2017-1 (Jan),MAU,4952097.35483871
2017-2 (Feb),MAU,5145517.03571429
2017-3 (Mar),MAU,4733708.96774194
2017-4 (Apr),MAU,4714560.53333333
2017-5 (May),MAU,4461737.19354839
2017-6 (Jun),MAU,4192547.2
2017-7 (Jul),MAU,4076778.58064516
2017-8 (Aug),MAU,3856472.70967742
2017-9 (Sep),MAU,3522276.6
2017-10 (Oct),MAU,3273470.48387097
2017-11 (Nov),MAU,3104709.76666667
2017-12 (Dec),MAU,3044054.93548387
2018-1 (Jan),MAU,2828150.93548387
2018-2 (Feb),MAU,2570781.89285714
2018-3 (Mar),MAU,2370774.51612903
2018-4 (Apr),MAU,2265649.23333333
2018-5 (May),MAU,2012500.25806452
2018-6 (Jun),MAU,1959917.73333333
2018-7 (Jul),MAU,1875520.29032258
2018-8 (Aug),MAU,1598948.93548387
2018-9 (Sep),MAU,1442250.26666667
2018-10 (Oct),MAU,1359464.77419355
2018-11 (Nov),MAU,1294096.06666667
2018-12 (Dec),MAU,1163331
2019-1 (Jan),MAU,1124643.16129032
2019-2 (Feb),MAU,1063599.85714286
2019-3 (Mar),MAU,1020989.09677419
2019-4 (Apr),MAU,968680.666666667
2019-5 (May),MAU,919425.806451613
2019-6 (Jun),MAU,880353.833333333
2019-7 (Jul),MAU,868725.193548387
2019-8 (Aug),MAU,841637.451612903
2019-9 (Sep),MAU,775707.633333333
2019-10 (Oct),MAU,742221.290322581
2019-11 (Nov),MAU,713849.733333333
2019-12 (Dec),MAU,696595.774193548
2020-1 (Jan),MAU,699553.161290323
2020-2 (Feb),MAU,684387.965517241
2020-3 (Mar),MAU,639147.741935484
2020-4 (Apr),MAU,626770.766666667
2020-5 (May),MAU,620992.258064516
2020-6 (Jun),MAU,590112.2
2020-7 (Jul),MAU,548903.064516129
2020-8 (Aug),MAU,535330.838709677
2020-9 (Sep),MAU,512941.8
2020-10 (Oct),MAU,486074.322580645
2020-11 (Nov),MAU,468354.4
2020-12 (Dec),MAU,453108.774193548
2021-1 (Jan),MAU,445637.290322581
2021-2 (Feb),MAU,423924.5
2021-3 (Mar),MAU,407624.741935484
2021-4 (Apr),MAU,402002
2021-5 (May),MAU,381696.451612903
2021-6 (Jun),MAU,375193.1
2021-7 (Jul),MAU,361966.483870968
2021-8 (Aug),MAU,353926.419354839
2021-9 (Sep),MAU,342098.633333333
2021-10 (Oct),MAU,329100.064516129
2021-11 (Nov),MAU,325818.25
2015-2 (Feb),SDAU/DPU,26.038461538
2015-3 (Mar),SDAU/DPU,150.483870968
2015-4 (Apr),SDAU/DPU,2484.266666667
2015-5 (May),SDAU/DPU,5460.354838710
2015-6 (Jun),SDAU/DPU,6979.8
2015-7 (Jul),SDAU/DPU,8698.451612903
2015-8 (Aug),SDAU/DPU,10840.677419355
2015-9 (Sep),SDAU/DPU,12290.1
2015-10 (Oct),SDAU/DPU,12785.290322581
2015-11 (Nov),SDAU/DPU,13593.633333333
2015-12 (Dec),SDAU/DPU,14434.483870968
2016-1 (Jan),SDAU/DPU,14167.709677419
2016-2 (Feb),SDAU/DPU,13010.862068966
2016-3 (Mar),SDAU/DPU,13632.870967742
2016-4 (Apr),SDAU/DPU,14141.066666667
2016-5 (May),SDAU/DPU,14567.677419355
2016-6 (Jun),SDAU/DPU,15078.666666667
2016-7 (Jul),SDAU/DPU,14949.870967742
2016-8 (Aug),SDAU/DPU,14033.838709677
2016-9 (Sep),SDAU/DPU,13261.466666667
2016-10 (Oct),SDAU/DPU,12380.548387097
2016-11 (Nov),SDAU/DPU,11675.233333333
2016-12 (Dec),SDAU/DPU,12422.419354839
2017-1 (Jan),SDAU/DPU,12487.741935484
2017-2 (Feb),SDAU/DPU,12420.821428571
2017-3 (Mar),SDAU/DPU,12170.354838710
2017-4 (Apr),SDAU/DPU,11859.266666667
2017-5 (May),SDAU/DPU,11777.064516129
2017-6 (Jun),SDAU/DPU,10267.533333333
2017-7 (Jul),SDAU/DPU,9038.387096774
2017-8 (Aug),SDAU/DPU,8152.193548387
2017-9 (Sep),SDAU/DPU,7898.7
2017-10 (Oct),SDAU/DPU,7617.096774194
2017-11 (Nov),SDAU/DPU,7038.1
2017-12 (Dec),SDAU/DPU,6684.580645161
2018-1 (Jan),SDAU/DPU,6906.193548387
2018-2 (Feb),SDAU/DPU,6623.178571429
2018-3 (Mar),SDAU/DPU,6384.935483871
2018-4 (Apr),SDAU/DPU,5863.066666667
2018-5 (May),SDAU/DPU,5101.483870968
2018-6 (Jun),SDAU/DPU,5132.666666667
2018-7 (Jul),SDAU/DPU,4354.387096774
2018-8 (Aug),SDAU/DPU,3813.290322581
2018-9 (Sep),SDAU/DPU,3453.1
2018-10 (Oct),SDAU/DPU,3041.322580645
2018-11 (Nov),SDAU/DPU,2677.633333333
2018-12 (Dec),SDAU/DPU,2305.838709677
2019-1 (Jan),SDAU/DPU,2307.935483871
2019-2 (Feb),SDAU/DPU,2055.892857143
2019-3 (Mar),SDAU/DPU,2066.258064516
2019-4 (Apr),SDAU/DPU,1923.6
2019-5 (May),SDAU/DPU,1621.645161290
2019-6 (Jun),SDAU/DPU,1623.266666667
2019-7 (Jul),SDAU/DPU,1591.161290323
2019-8 (Aug),SDAU/DPU,1536.096774194
2019-9 (Sep),SDAU/DPU,1457.266666667
2019-10 (Oct),SDAU/DPU,1410.935483871
2019-11 (Nov),SDAU/DPU,1320.8
2019-12 (Dec),SDAU/DPU,1295.580645161
2020-1 (Jan),SDAU/DPU,1319.838709677
2020-2 (Feb),SDAU/DPU,1243.793103448
2020-3 (Mar),SDAU/DPU,1235.258064516
2020-4 (Apr),SDAU/DPU,1245.433333333
2020-5 (May),SDAU/DPU,1264.612903226
2020-6 (Jun),SDAU/DPU,1175.133333333
2020-7 (Jul),SDAU/DPU,1137.483870968
2020-8 (Aug),SDAU/DPU,1125.354838710
2020-9 (Sep),SDAU/DPU,1095.966666667
2020-10 (Oct),SDAU/DPU,1008.225806452
2020-11 (Nov),SDAU/DPU,919.4
2020-12 (Dec),SDAU/DPU,861.870967742
2021-1 (Jan),SDAU/DPU,916.967741935
2021-2 (Feb),SDAU/DPU,875.25
2021-3 (Mar),SDAU/DPU,846.225806452
2021-4 (Apr),SDAU/DPU,818.733333333
2021-5 (May),SDAU/DPU,794.612903226
2021-6 (Jun),SDAU/DPU,738.233333333
2021-7 (Jul),SDAU/DPU,700.774193548
2021-8 (Aug),SDAU/DPU,699.258064516
2021-9 (Sep),SDAU/DPU,654.6
2021-10 (Oct),SDAU/DPU,640.451612903
2021-11 (Nov),SDAU/DPU,616.75
2015-2 (Feb),PDAU,55.384615385
2015-3 (Mar),PDAU,645.677419355
2015-4 (Apr),PDAU,8405.1
2015-5 (May),PDAU,24074.580645161
2015-6 (Jun),PDAU,36166.233333333
2015-7 (Jul),PDAU,48482.838709677
2015-8 (Aug),PDAU,63403.290322581
2015-9 (Sep),PDAU,80576.9
2015-10 (Oct),PDAU,88604.806451613
2015-11 (Nov),PDAU,95436.966666667
2015-12 (Dec),PDAU,97093.064516129
2016-1 (Jan),PDAU,107415.677419355
2016-2 (Feb),PDAU,106026.137931034
2016-3 (Mar),PDAU,110287.516129032
2016-4 (Apr),PDAU,112689.033333333
2016-5 (May),PDAU,119511.64516129
2016-6 (Jun),PDAU,126763.933333333
2016-7 (Jul),PDAU,127047.806451613
2016-8 (Aug),PDAU,126860.258064516
2016-9 (Sep),PDAU,124120.2
2016-10 (Oct),PDAU,120153.193548387
2016-11 (Nov),PDAU,115100.8
2016-12 (Dec),PDAU,113662.258064516
2017-1 (Jan),PDAU,118504.35483871
2017-2 (Feb),PDAU,116796.607142857
2017-3 (Mar),PDAU,115072.193548387
2017-4 (Apr),PDAU,114252.533333333
2017-5 (May),PDAU,114273.290322581
2017-6 (Jun),PDAU,110025.033333333
2017-7 (Jul),PDAU,103058.741935484
2017-8 (Aug),PDAU,96314.258064516
2017-9 (Sep),PDAU,90239.433333333
2017-10 (Oct),PDAU,87289.612903226
2017-11 (Nov),PDAU,82196.366666667
2017-12 (Dec),PDAU,76150.064516129
2018-1 (Jan),PDAU,76266.290322581
2018-2 (Feb),PDAU,70862.357142857
2018-3 (Mar),PDAU,66553.935483871
2018-4 (Apr),PDAU,63025.033333333
2018-5 (May),PDAU,59015.290322581
2018-6 (Jun),PDAU,56057.333333333
2018-7 (Jul),PDAU,51295.322580645
2018-8 (Aug),PDAU,48019.258064516
2018-9 (Sep),PDAU,45290.233333333
2018-10 (Oct),PDAU,42411.612903226
2018-11 (Nov),PDAU,38848.1
2018-12 (Dec),PDAU,34763.419354839
2019-1 (Jan),PDAU,34186.290322581
2019-2 (Feb),PDAU,32430.892857143
2019-3 (Mar),PDAU,30120.612903226
2019-4 (Apr),PDAU,28300.9
2019-5 (May),PDAU,26787.129032258
2019-6 (Jun),PDAU,25735.133333333
2019-7 (Jul),PDAU,25247.709677419
2019-8 (Aug),PDAU,24126.322580645
2019-9 (Sep),PDAU,23198.266666667
2019-10 (Oct),PDAU,22730.483870968
2019-11 (Nov),PDAU,21802.533333333
2019-12 (Dec),PDAU,20663.419354839
2020-1 (Jan),PDAU,20950.258064516
2020-2 (Feb),PDAU,20142.586206897
2020-3 (Mar),PDAU,19360.903225806
2020-4 (Apr),PDAU,18446.466666667
2020-5 (May),PDAU,18321.548387097
2020-6 (Jun),PDAU,17037.2
2020-7 (Jul),PDAU,16330.870967742
2020-8 (Aug),PDAU,15752.774193548
2020-9 (Sep),PDAU,15345.366666667
2020-10 (Oct),PDAU,14932.677419355
2020-11 (Nov),PDAU,14322.033333333
2020-12 (Dec),PDAU,13477.612903226
2021-1 (Jan),PDAU,13305.870967742
2021-2 (Feb),PDAU,12897.392857143
2021-3 (Mar),PDAU,12618.774193548
2021-4 (Apr),PDAU,12137.533333333
2021-5 (May),PDAU,11851.612903226
2021-6 (Jun),PDAU,11497
2021-7 (Jul),PDAU,11107.322580645
2021-8 (Aug),PDAU,10988
2021-9 (Sep),PDAU,10695
2021-10 (Oct),PDAU,10615.870967742
2021-11 (Nov),PDAU,10542.5
2015-2 (Feb),DAU,1882.807692308
2015-3 (Mar),DAU,10031.193548387
2015-4 (Apr),DAU,283221
2015-5 (May),DAU,719544.838709677
2015-6 (Jun),DAU,852359.466666667
2015-7 (Jul),DAU,1009102.61290323
2015-8 (Aug),DAU,1247126.19354839
2015-9 (Sep),DAU,1376572.6
2015-10 (Oct),DAU,1477670.67741935
2015-11 (Nov),DAU,1553020.3
2015-12 (Dec),DAU,1548935.09677419
2016-1 (Jan),DAU,1654250.25806452
2016-2 (Feb),DAU,1636510.82758621
2016-3 (Mar),DAU,1682834.70967742
2016-4 (Apr),DAU,1700714.23333333
2016-5 (May),DAU,1727561.22580645
2016-6 (Jun),DAU,2042739.5
2016-7 (Jul),DAU,1921060.22580645
2016-8 (Aug),DAU,1811936.90322581
2016-9 (Sep),DAU,1707622.66666667
2016-10 (Oct),DAU,1612174.58064516
2016-11 (Nov),DAU,1519415.5
2016-12 (Dec),DAU,1405042.4516129
2017-1 (Jan),DAU,1445094.19354839
2017-2 (Feb),DAU,1391677.57142857
2017-3 (Mar),DAU,1353654.4516129
2017-4 (Apr),DAU,1346562.56666667
2017-5 (May),DAU,1305793.74193548
2017-6 (Jun),DAU,1240971.7
2017-7 (Jul),DAU,1179586.64516129
2017-8 (Aug),DAU,1101725.64516129
2017-9 (Sep),DAU,1014152.76666667
2017-10 (Oct),DAU,963629.935483871
2017-11 (Nov),DAU,904123.1
2017-12 (Dec),DAU,827220.483870968
2018-1 (Jan),DAU,802621.225806452
2018-2 (Feb),DAU,727782.964285714
2018-3 (Mar),DAU,668705.35483871
2018-4 (Apr),DAU,626667.1
2018-5 (May),DAU,568782.516129032
2018-6 (Jun),DAU,546820
2018-7 (Jul),DAU,488130
2018-8 (Aug),DAU,448120.516129032
2018-9 (Sep),DAU,420266.833333333
2018-10 (Oct),DAU,397041.032258065
2018-11 (Nov),DAU,362882.566666667
2018-12 (Dec),DAU,325688.548387097
2019-1 (Jan),DAU,321426.516129032
2019-2 (Feb),DAU,306177.035714286
2019-3 (Mar),DAU,287455.967741935
2019-4 (Apr),DAU,269395.766666667
2019-5 (May),DAU,254531.548387097
2019-6 (Jun),DAU,242315.966666667
2019-7 (Jul),DAU,237872.419354839
2019-8 (Aug),DAU,226369.322580645
2019-9 (Sep),DAU,218207.4
2019-10 (Oct),DAU,213864.870967742
2019-11 (Nov),DAU,205419.066666667
2019-12 (Dec),DAU,194887.967741935
2020-1 (Jan),DAU,197548.741935484
2020-2 (Feb),DAU,190412.379310345
2020-3 (Mar),DAU,185211.806451613
2020-4 (Apr),DAU,177108.7
2020-5 (May),DAU,172651
2020-6 (Jun),DAU,160871.033333333
2020-7 (Jul),DAU,153469.483870968
2020-8 (Aug),DAU,147958.032258065
2020-9 (Sep),DAU,142477.8
2020-10 (Oct),DAU,138525.032258065
2020-11 (Nov),DAU,133352.233333333
2020-12 (Dec),DAU,125683.387096774
2021-1 (Jan),DAU,124937.903225806
2021-2 (Feb),DAU,120984.321428571
2021-3 (Mar),DAU,118544.451612903
2021-4 (Apr),DAU,113960.733333333
2021-5 (May),DAU,110907.612903226
2021-6 (Jun),DAU,106513.8
2021-7 (Jul),DAU,102797.032258065
2021-8 (Aug),DAU,101492.096774194
2021-9 (Sep),DAU,98607.866666667
2021-10 (Oct),DAU,97535.612903226
2021-11 (Nov),DAU,96639
